Well,Depth,GR,VSH,RT,RD,NPHI,RHOB,DT,PHIF,SW,KLOGH,Equinor facies,Lithology,Lithology_0,Lithology_1,Lithology_2,Lithology_3,Lithology_4,NTG_Slope
15_9-F-5,3496.513252,-0.15211353554114798,0.04061863986632702,-0.14254058454204654,-0.5190195886697607,-2.0741471508141283,2.6799353072882184,-2.7530591082694866,-2.293270640300698,0.6004116749292541,-0.5266037592325805,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3496.665652,-0.1939850595729997,-0.005521212838332408,-0.1217371887675533,-0.5100704194216912,-1.9614321857903116,2.5836983551113266,-2.8605337753970925,-2.1963992150257536,0.5080432166835825,-0.5254448700007589,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3496.818052,-0.22856319357546365,-0.043852566658123864,-0.07115346585819601,-0.474329770748188,-2.197859096082808,2.6809497026623763,-2.842231500054604,-2.3308330615665804,0.5405875517771624,-0.5255262709573889,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3496.970452,-0.24817721388292313,-0.06443800129024632,0.07134025019048806,-0.38669582063682884,-1.9119474791607096,2.580660011213311,-2.8817377662155104,-2.1805834951210987,0.2988978382909387,-0.5242555044708832,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3497.122852,-0.13292221423863185,0.06120386154597087,0.1011380481523101,-0.36176043902832133,-1.909198275336726,2.5786336415772286,-2.7520349746692108,-2.1786064881224583,0.27736112370908,-0.5263871674916393,5.0,3.0,0,0,0,1,0,-0.01486237531597783
15_9-F-5,3497.275252,-0.056692291556263055,0.14496531875539925,0.11446422844794228,-0.3488577699199307,-1.8652119763550905,2.482396689400337,-2.8450175854714375,-2.101504776979775,0.22902315229622844,-0.5271498617633359,5.0,0.0,1,0,0,0,0,-0.01486237531597783
15_9-F-5,3497.427652,0.07104695669664038,0.2848040489722885,0.17532186177038736,-0.28331864583588345,-1.8762087641595349,2.380083039297241,-3.0188881107431267,-2.036264929901863,0.15005525307000367,-0.5283389670771456,5.0,0.0,1,0,0,0,0,-0.01486237531597783
15_9-F-5,3497.580052,0.11366798747819673,0.3316535445157307,0.14935081985296775,-0.33152769719317926,-1.587547750973034,2.2767550039501647,-2.8068250736603675,-1.8840383564577412,0.1045888901844954,-0.5283263335705316,5.0,0.0,1,0,0,0,0,1.252962858160045
15_9-F-5,3497.732452,0.18426736670109845,0.40902642027687686,0.09880999922801363,-0.3827160983416066,-1.120192722916845,2.180518051773273,-2.4035131606948688,-2.388165058577002,0.43481839571994507,-0.5297655025084961,5.0,0.0,1,0,0,0,0,2.5207880916360677
15_9-F-5,3497.884852,0.3719421904224946,0.6148803761852237,0.16291817673905631,-0.4296657143515602,-1.0294709211295903,2.4884758084387704,-2.0837298851438004,-2.732157475572372,0.6621502053615524,-0.5306321296518594,5.0,0.0,1,0,0,0,0,3.7886133251120904
